DOI,Relation,GeoNamesID
10.2307/29737487,content,6269131
10.2307/29737488,content,1861060
10.2307/29737489,content,6252001
10.2307/4331547,content,6252001
10.2307/4331547,content,2759794
10.2307/4331547,content,2782113
10.2307/4331546,content,6252001
10.2307/4331546,author,5037649
10.2307/4331208,content,6252001
10.2307/4331013,content,6252001
10.2307/4331013,content,2921044
10.2307/4331201,content,6269131
10.2307/4331201,author,4156404
10.2307/4331201,content,6269131
10.2307/4331201,author,5398563
10.2307/4331201,content,6252001
10.2307/4331201,author,4156404
10.2307/4331201,content,6252001
10.2307/4331201,author,5398563
10.2307/4331201,content,2921044
10.2307/4331201,author,4156404
10.2307/4331201,content,2921044
10.2307/4331201,author,5398563
10.2307/4331202,content,4887398
10.2307/4331202,author,4747845
10.2307/4331202,content,2745912
10.2307/4331202,author,4747845
10.2307/4331203,author,5177568
10.2307/4331204,content,6269131
10.2307/4331204,author,3448439
10.2307/4331205,content,6252001
10.2307/4331206,content,6252001
10.2307/4331207,content,6252001
10.2307/4331396,content,6252001
10.2307/4331394,content,6252001
10.2307/4331395,content,6269131
10.2307/4331421,content,6252001
10.2307/4331421,author,4143861
10.1007/s10739-012-9334-8,content,2921044
10.1007/s10739-012-9334-8,author,3068160
10.2307/4331390,content,2017370
10.2307/4331390,author,498817
10.1007/s10739-012-9325-9,author,4407066
10.2307/4331391,content,5224323
10.2307/4331391,author,517773
10.2307/4331391,content,5224323
10.2307/4331391,author,5101717
10.2307/42628761,content,6252001
10.2307/42628761,author,4407066
10.2307/4331785,content,6252001
10.2307/41488402,content,6269131
10.2307/41488402,author,1277333
10.2307/4331784,content,6252001
10.2307/4331334,content,6252001
10.2307/4331334,author,6101645
10.2307/4331335,author,2766824
10.2307/4331336,content,6269131
10.2307/4331336,author,4644585
10.2307/4331337,content,6269131
10.2307/4331337,author,4254679
10.2307/4331447,content,2802361
10.2307/4331447,content,2921044
10.2307/4331781,author,281184
10.2307/4331448,content,3469034
10.2307/4331448,author,3037854
10.2307/4331449,content,3017382
10.2307/4331449,author,6077243
10.2307/4331338,content,6252001
10.2307/4331338,author,4945609
10.2307/4331338,content,6269131
10.2307/4331338,author,4945609
10.2307/4331339,content,6252001
10.2307/4331780,content,6269131
10.2307/4331780,author,2643743
10.2307/4331782,content,2921044
10.2307/4331782,author,2759794
10.2307/40271547,content,6252001
10.2307/40271547,author,5317058
10.2307/40271546,content,6252001
10.2307/40271546,author,5317058
10.2307/40271546,content,2921044
10.2307/40271546,author,5317058
10.2307/40271545,content,6252001
10.2307/40271545,author,5317058
10.2307/40271542,content,3017382
10.2307/40271542,content,6252001
10.2307/40271542,content,6269131
10.2307/40271541,content,6269131
10.2307/40271549,content,6252001
10.2307/40271549,author,4347778
10.2307/40271548,content,6252001
10.2307/40271548,author,4747845
10.2307/4330795,content,2017370
10.2307/4330794,content,2921044
10.2307/4330796,content,298795
10.2307/4330790,content,6252001
10.2307/4330790,author,4407066
10.2307/4330793,content,3017382
10.2307/4330799,content,6269131
10.2307/4330557,content,2921044
10.2307/4330556,content,6269131
10.2307/4330556,author,4140963
10.2307/4330555,content,2017370
10.2307/4330554,content,6269131
10.2307/4330554,author,2650225
10.2307/4330553,content,6252001
10.2307/4330553,author,5139865
10.2307/4330552,author,2644688
10.2307/4330551,content,6252001
10.2307/4330550,content,6252001
10.2307/4330550,author,5261457
10.2307/4331536,content,6252001
10.2307/4331536,content,6269131
10.2307/4331537,content,6269131
10.2307/4331535,content,2921044
10.2307/4331530,content,6252001
10.2307/4331531,content,6252001
10.2307/4331531,content,6269131
10.2307/4331531,content,3175395
10.2307/4331020,content,6252001
10.2307/4331020,author,5037649
10.2307/4331020,content,2017370
10.2307/4331020,author,5037649
10.2307/4331021,content,6252001
10.2307/4331021,author,4930956
10.2307/4331022,author,4931972
10.2307/4331023,content,6252001
10.2307/4331023,author,5261457
10.2307/4331023,content,2017370
10.2307/4331023,author,5261457
10.2307/4331024,author,5490263
10.2307/4331025,content,6254925
10.2307/4331025,author,4305210
10.2307/4331026,content,6252001
10.2307/4331028,content,3175395
10.2307/4331029,content,453733
10.2307/4331843,content,2921044
10.2307/4331840,content,6252001
10.2307/4331830,content,1814991
10.2307/4331830,author,1816670
10.2307/4331158,author,5398563
10.2307/4331159,content,6252001
10.2307/4331159,author,5381396
10.2307/4331156,content,2650225
10.2307/4331156,author,2643743
10.2307/4331157,author,2759794
10.2307/4331150,content,6269131
10.2307/4331150,content,2921044
10.2307/4331150,content,6252001
10.2307/4331151,content,2661886
10.2307/4330959,content,2921044
10.2307/4330959,author,2820860
10.2307/4330958,content,390903
10.2307/4330958,author,4140963
10.2307/4330779,content,6252001
10.2307/4330779,author,4407066
10.2307/4330778,content,6252001
10.2307/4330778,author,5490263
10.2307/4330953,content,3175395
10.2307/4330776,content,6252001
10.2307/4330776,author,5183234
10.2307/4330775,content,6252001
10.2307/4330774,content,2921044
10.2307/4330774,author,4487042
10.2307/4330774,content,390903
10.2307/4330774,author,4487042
10.2307/4330774,content,3169070
10.2307/4330774,author,4487042
10.2307/4330957,content,6269131
10.2307/4330957,author,4747845
10.2307/4330770,content,390903
10.2307/4331978,content,6252001
10.2307/4331389,content,2750405
10.2307/4331389,author,2745912
10.2307/29737474,content,6251999
10.2307/29737477,content,2921044
10.2307/29737476,content,6252001
10.2307/29737471,content,390903
10.2307/29737471,content,3169070
10.2307/29737470,content,2921044
10.2307/4331052,author,5037649
10.2307/4331388,content,6252001
10.2307/4331388,author,293397
10.2307/4331056,content,6269131
10.2307/4331056,author,2653941
10.2307/41488460,content,2921044
10.2307/29737497,content,2921044
10.2307/29737497,author,2759794
10.2307/29737497,content,2750405
10.2307/29737497,author,2759794
10.2307/29737497,content,3144096
10.2307/29737497,author,2759794
10.2307/29737496,content,6252001
10.2307/29737496,author,4990729
10.2307/29737499,content,6252001
10.2307/29737499,author,5087168
10.2307/29737498,content,6252001
10.2307/29737498,author,4543762
10.2307/4331235,content,2017370
10.2307/4331235,author,524901
10.2307/4331234,content,6252001
10.2307/4331234,author,4887398
10.2307/4331236,content,3017382
10.2307/4331236,content,2921044
10.2307/4331236,content,6269131
10.2307/4331231,content,2017370
10.2307/4331231,author,524901
10.2307/4331230,content,6269131
10.2307/4331230,author,5318313
10.2307/4331230,content,2921044
10.2307/4331230,author,5318313
10.2307/4331230,content,6252001
10.2307/4331230,author,5318313
10.2307/4331230,content,2017370
10.2307/4331230,author,5318313
10.2307/4331233,content,6252001
10.2307/4331233,author,4931972
10.2307/4331232,content,2017370
10.2307/4331232,author,524901
10.2307/4331855,content,6252001
10.2307/4331855,author,5197079
10.2307/4331854,content,1814991
10.2307/4331854,author,1668341
10.2307/4331301,content,6252001
10.2307/4331300,content,6269131
10.2307/4331309,author,2655984
10.2307/4331947,content,6269131
10.2307/4331947,author,2657896
10.2307/4331946,content,3175395
10.2307/4331946,author,4887398
10.2307/4331945,content,3996063
10.2307/4331945,author,3530597
10.2307/4331945,content,3996063
10.2307/4331945,author,3117735
10.2307/4331945,content,3996063
10.2307/4331945,author,5359777
10.2307/4331944,content,3078610
10.2307/4331944,author,2643123
10.2307/4331944,content,3078610
10.2307/4331944,author,3078610
10.2307/4331943,content,6252001
10.2307/4331943,author,5165445
10.2307/4331942,content,1269750
10.2307/4331493,content,6254926
10.2307/4331493,author,5110269
10.2307/4331492,content,3017382
10.2307/4331492,author,2988507
10.2307/4331495,content,4361885
10.2307/4331495,author,4347778
10.2307/4331494,content,3175395
10.2307/4331949,content,6252001
10.2307/4331948,content,2921044
10.2307/4330780,author,4254679
10.2307/4330786,content,2921044
10.2307/4330786,author,4929022
10.2307/4330787,content,6269131
10.2307/4330787,author,4845419
10.2307/4330784,content,6269131
10.2307/4330784,author,4887398
10.2307/4330785,content,6269131
10.2307/4330785,author,6077243
10.2307/4330788,author,281184
10.2307/4330789,author,5192726
10.2307/4330544,content,2921044
10.2307/4330544,author,4671654
10.2307/4330545,content,6269131
10.2307/4331548,content,3017382
10.2307/4331548,author,4487042
10.2307/4331548,content,6252001
10.2307/4331548,author,4487042
10.2307/4330540,author,4931972
10.2307/4330541,author,2153770
10.2307/4330542,content,6269131
10.2307/4330542,author,5102922
10.2307/4330543,content,3017382
10.2307/4331015,content,6269131
10.2307/4331540,content,6252001
10.2307/4331011,author,2988507
10.2307/4331010,content,2921044
10.2307/4331010,author,2949186
10.2307/4331545,content,6252001
10.2307/4331545,author,5037649
10.2307/4331544,content,6252001
10.2307/4331544,author,4156404
10.2307/4331789,content,6269131
10.2307/4331788,content,1861060
10.2307/4331788,content,4566966
10.2307/4331833,content,3169070
10.2307/4331833,content,6252001
10.2307/4331832,content,6252001
10.2307/4331832,author,4931972
10.2307/4331831,content,6269131
10.2307/4331831,author,5102922
10.2307/4331831,content,3017382
10.2307/4331831,author,5102922
10.2307/4331786,content,2921044
10.2307/4331837,content,6252001
10.2307/4331836,content,2643743
10.2307/4331834,content,6269131
10.2307/4331161,author,2113015
10.2307/4331160,content,6269131
10.2307/4331160,author,4887398
10.2307/4331163,content,6251999
10.2307/4331162,content,6269131
10.2307/4331162,author,4347778
10.2307/4331164,content,2921044
10.2307/4331164,content,3469034
10.2307/4331164,content,3017382
10.2307/4331164,content,2017370
10.2307/4331167,content,6269131
10.2307/4331166,content,6252001
10.2307/4331455,content,6252001
10.2307/4331455,content,6251999
10.2307/4331457,content,6252001
10.2307/4331457,content,6251999
10.2307/4331456,content,3017382
10.2307/4330945,author,4931972
10.2307/4330948,content,6269131
10.2307/4330768,content,390903
10.2307/4330768,author,5206379
10.2307/4330769,content,2921044
10.2307/4330765,content,6269131
10.2307/4330765,author,5072006
10.2307/4330766,content,6269131
10.2307/4330766,author,4954380
10.2307/4330767,content,3017382
10.2307/4330767,author,4140963
10.2307/4330944,content,2921044
10.2307/4331619,content,6252001
10.2307/4330946,content,6269131
10.2307/4330946,author,5128581
10.2307/4330947,content,6269131
10.2307/4330947,author,5317058
10.2307/4330947,content,3017382
10.2307/4330947,author,5317058
10.2307/4330947,content,2802361
10.2307/4330947,author,5317058
10.2307/4330947,content,3175395
10.2307/4330947,author,5317058
